sy_name,hostname,tic_id,sy_snum,sy_pnum,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-858,TOI-858 B,TIC 198008005,2,1,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230911390H/abstract target=ref>Hagelberg et al. 2023</a>,G0,5842.0,84.0,-79.0,0.0,1.31,0.04,-0.04,0.0,1.08,0.08,-0.07,0.0,0.153,0.091,-0.091,0.0,[Fe/H],4.24,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.489,1.518,-1.5,11.183,0.069,-0.069,9.722,0.023,-0.023,11.0695,0.000388,-0.000388
TOI-908,TOI-908,TIC 350153977,1,1,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,G V,5626.0,61.0,-61.0,0.0,1.03,0.03,-0.03,0.0,0.95,0.01,-0.01,0.0,0.08,0.04,-0.04,0.0,[Fe/H],4.45,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,0.638,-0.634,11.316,0.012,-0.012,9.637,0.021,-0.021,11.1061,0.000404,-0.000404
WASP-104,WASP-104,TIC 393495970,2,1,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,G8,5475.0,127.0,-127.0,0.0,0.96,0.03,-0.03,0.0,1.08,0.05,-0.05,0.0,0.32,0.09,-0.09,0.0,[Fe/H],4.5,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,185.932,1.48,-1.458,11.779,0.069,-0.069,9.882,0.019,-0.019,11.5931,0.000834,-0.000834
WASP-113,WASP-113,TIC 310003988,1,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G1,5890.0,140.0,-140.0,0.0,1.61,0.09,-0.12,0.0,1.32,0.07,-0.07,0.0,0.1,0.09,-0.09,0.0,[Fe/H],4.2,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h59m29.49s,224.8728589,+46d57m36.36s,46.9600996,435.156,4.433,-4.346,11.761,0.057,-0.057,10.311,0.021,-0.021,11.6041,0.000354,-0.000354
WASP-114,WASP-114,TIC 466390120,2,1,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G0,5940.0,140.0,-140.0,0.0,1.43,0.06,-0.06,0.0,1.29,0.05,-0.05,0.0,0.14,0.07,-0.07,0.0,[Fe/H],4.3,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h50m39.77s,327.6656953,+10d27m46.58s,10.4629385,523.337,17.342,-16.282,12.685,0.069,-0.069,11.074,0.028,-0.028,12.5227,0.000328,-0.000328
WASP-119,WASP-119,TIC 388104525,1,1,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G5,5650.0,100.0,-100.0,0.0,1.2,0.1,-0.1,0.0,1.02,0.06,-0.06,0.0,0.14,0.1,-0.1,0.0,[Fe/H],4.26,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h43m44.07s,55.9336392,-65d11m37.61s,-65.19378,302.448,2.017,-1.991,12.314,0.057,-0.057,10.545,0.021,-0.021,12.1014,0.000279,-0.000279
WASP-123,WASP-123,TIC 31858843,2,1,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,G5,5740.0,130.0,-130.0,0.0,1.28,0.05,-0.05,0.0,1.17,0.06,-0.06,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.29,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.996,3.083,-2.993,11.03,0.016,-0.016,9.362001,0.021,-0.021,10.8999,0.000332,-0.000332
WASP-126,WASP-126,TIC 25155310,1,2,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G2,5800.0,100.0,-100.0,0.0,1.27,0.1,-0.05,0.0,1.12,0.06,-0.06,0.0,0.17,0.08,-0.08,0.0,[Fe/H],4.28,0.03,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m29.93s,63.374706,-69d13m35.73s,-69.2265926,216.526,0.936,-0.928,10.994,0.012,-0.012,9.598,0.021,-0.021,11.0665,0.000306,-0.000306
WASP-129,WASP-129,TIC 61538902,2,1,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G1,5900.0,100.0,-100.0,0.0,0.9,0.02,-0.02,0.0,1.0,0.03,-0.03,0.0,0.15,0.09,-0.09,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.462,3.38,-3.307,12.179,0.025,-0.025,10.412,0.023,-0.023,11.8127,0.000232,-0.000232
WASP-130,WASP-130,TIC 243200602,1,1,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,G6,5625.0,90.0,-90.0,0.0,0.96,0.03,-0.03,0.0,1.04,0.04,-0.04,0.0,0.26,0.1,-0.1,0.0,[Fe/H],4.49,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.256,1.39,-1.368,11.104,0.012,-0.012,9.461,0.026,-0.026,10.9717,0.000644,-0.000644
WASP-131,WASP-131,TIC 271168962,1,1,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,G0,6030.0,90.0,-90.0,0.0,1.53,0.05,-0.05,0.0,1.06,0.06,-0.06,0.0,-0.18,0.08,-0.08,0.0,[Fe/H],4.09,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.075,2.659,-2.591,10.068,0.005,-0.005,8.573,0.019,-0.019,9.86708,0.000339,-0.000339
WASP-133,WASP-133,TIC 92449173,1,1,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G4,5700.0,100.0,-100.0,0.0,1.44,0.05,-0.05,0.0,1.16,0.08,-0.08,0.0,0.29,0.12,-0.12,0.0,[Fe/H],4.18,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.084,16.967,-16.012,12.891,0.069,-0.069,11.18,0.023,-0.023,12.7146,0.000187,-0.000187
WASP-135,WASP-135,TIC 308172249,1,1,<a refstr=SPAKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128b4401S/abstract target=ref>Spake et al. 2016</a>,G5 V,5675.0,60.0,-60.0,0.0,0.96,0.05,-0.05,0.0,0.98,0.06,-0.06,0.0,0.02,0.13,-0.13,0.0,[Fe/H],4.47,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.214,1.42,-1.407,13.181,0.08,-0.08,11.037,0.02,-0.02,13.0045,0.000567,-0.000567
WASP-148,WASP-148,TIC 115524421,1,2,<a refstr=H_EACUTE_BRARD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..32H/abstract target=ref>H&eacute;brard et al. 2020</a>,G,5460.0,130.0,-130.0,0.0,1.03,0.2,-0.2,0.0,1.0,0.08,-0.08,0.0,0.11,0.08,-0.08,0.0,[Fe/H],4.4,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h56m31.32s,254.1305022,+44d18m09.13s,44.3025361,246.353,1.575,-1.555,12.036,0.05,-0.05,10.506,0.017,-0.017,12.0845,0.000275,-0.000275
WASP-151,WASP-151,TIC 262662119,1,1,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,G1,5871.0,57.0,-57.0,0.0,1.14,0.03,-0.03,0.0,1.08,0.08,-0.08,0.0,0.1,0.1,-0.1,0.0,[Fe/H],4.35,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m15.23s,349.0634651,+00d18m24.08s,0.3066895,453.099,10.052,-9.633,12.821,0.092,-0.092,11.187,0.021,-0.021,12.6278,0.00039,-0.00039
WASP-153,WASP-153,TIC 157586003,1,1,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,G0,5914.0,64.0,-64.0,0.0,1.73,0.1,-0.09,0.0,1.34,0.09,-0.09,0.0,0.34,0.11,-0.11,0.0,[Fe/H],4.1,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h37m02.99s,279.2624729,+40d01m07.29s,40.0186905,610.176,9.017,-8.762,12.591,0.103,-0.103,11.051,0.017,-0.017,12.4967,0.00014,-0.00014
WASP-157,WASP-157,TIC 179012583,1,1,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4403M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,G2 V,5838.0,140.0,-140.0,0.0,1.13,0.05,-0.05,0.0,1.26,0.12,-0.12,0.0,0.34,0.09,-0.09,0.0,[Fe/H],4.5,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h26m37.24s,201.6551525,-08d19m03.49s,-8.3176353,334.037,6.51,-6.27,12.397,0.092,-0.092,10.764,0.023,-0.023,12.1818,0.000262,-0.000262
WASP-171,WASP-171,TIC 162922904,1,1,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G0,5965.0,100.0,-100.0,0.0,1.64,0.09,-0.05,0.0,1.17,0.06,-0.06,0.0,0.04,0.07,-0.07,0.0,[Fe/H],4.08,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035,757.84,19.761,-18.798,12.612,0.08,-0.08,11.104,0.021,-0.021,12.4407,0.000201,-0.000201
WASP-173,WASP-173 A,TIC 77031414,2,1,<a refstr=LABADIE_BARTZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..240...13L/abstract target=ref>Labadie-Bartz et al. 2019</a>,G2,5767.0,50.0,-49.0,0.0,1.1,0.08,-0.05,0.0,1.09,0.04,-0.04,0.0,0.259,0.085,-0.083,0.0,[Fe/H],4.39,0.04,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,232.98,1.79,-1.763,11.15,0.036,-0.036,10.002,0.05,-0.05,11.3975,0.001105,-0.001105
WASP-181,WASP-181,TIC 293457754,1,1,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,G2,5839.0,70.0,-70.0,0.0,0.96,0.04,-0.04,0.0,1.04,0.04,-0.04,0.0,0.09,0.04,-0.04,0.0,[Fe/H],4.49,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325,437.495,7.964,-7.689,12.924,0.092,-0.092,11.443,0.023,-0.023,12.783,0.000339,-0.000339
WASP-182,WASP-182,TIC 369455629,1,1,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G5,5638.0,100.0,-100.0,0.0,1.34,0.03,-0.03,0.0,1.08,0.06,-0.06,0.0,0.27,0.11,-0.11,0.0,[Fe/H],4.22,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h46m41.60s,311.673345,-41d49m15.54s,-41.8209828,327.602,4.598,-4.474,11.98,0.037,-0.037,10.431,0.019,-0.019,11.917,0.000243,-0.000243
WASP-183,WASP-183,TIC 14344979,1,1,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,G9,5313.0,72.0,-72.0,0.0,0.87,0.04,-0.04,0.0,0.78,0.04,-0.04,0.0,-0.31,0.04,-0.04,0.0,[Fe/H],4.45,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m09.32s,163.7888521,-00d44m13.44s,-0.7370663,325.377,3.979,-3.885,13.081,0.103,-0.103,11.207,0.021,-0.021,12.8148,0.0003,-0.0003
WASP-184,WASP-184,TIC 112099249,1,1,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,6000.0,100.0,-100.0,0.0,1.65,0.09,-0.09,0.0,1.23,0.07,-0.07,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.09,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m04.08s,209.51701,-30d20m53.35s,-30.348153,663.231,16.965,-16.152,12.771,0.08,-0.08,11.262,0.025,-0.025,12.5673,0.00022,-0.00022
WASP-185,WASP-185,TIC 46020827,1,1,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,5900.0,100.0,-100.0,0.0,1.5,0.08,-0.08,0.0,1.12,0.06,-0.06,0.0,-0.02,0.06,-0.06,0.0,[Fe/H],4.13,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,279.35,3.439,-3.358,11.101,0.012,-0.012,9.505,0.019,-0.019,10.8949,0.000369,-0.000369
WASP-192,WASP-192,TIC 160578764,1,1,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,5910.0,145.0,-145.0,0.0,1.32,0.07,-0.07,0.0,1.09,0.06,-0.06,0.0,0.14,0.08,-0.08,0.0,[Fe/H],4.24,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469,508.885,16.646,-15.641,12.678,0.057,-0.057,11.137,0.023,-0.023,12.5347,0.000216,-0.000216
WASP-22,WASP-22,TIC 257567854,1,1,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,G1 V,6000.0,100.0,-100.0,0.0,1.13,0.03,-0.03,0.0,1.1,0.3,-0.3,0.0,-0.05,0.08,-0.08,0.0,[Fe/H],4.37,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924,317.652,5.638,-5.447,11.99,0.025,-0.025,10.318,0.02,-0.02,11.5821,0.000666,-0.000666
WASP-26,WASP-26,TIC 32487566,2,1,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,G0,5950.0,100.0,-100.0,0.0,1.34,0.06,-0.06,0.0,1.12,0.03,-0.03,0.0,-0.02,0.09,-0.09,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.759,4.761,-4.591,11.297,0.012,-0.012,9.69,0.023,-0.023,10.9935,0.000439,-0.000439
WASP-4,WASP-4,TIC 402026209,1,1,<a refstr=TRIAUD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T/abstract target=ref>Triaud et al. 2010</a>,G8,5500.0,100.0,-100.0,0.0,0.9,0.02,-0.02,0.0,0.93,0.05,-0.05,0.0,-0.03,0.09,-0.09,0.0,[Fe/H],4.5,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.206,3.771,-3.67,12.483,0.041,-0.041,10.746,0.021,-0.021,12.3162,0.000246,-0.000246
WASP-44,WASP-44,TIC 12862099,1,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,G8 V,5420.0,100.0,-100.0,0.0,0.91,0.05,-0.05,0.0,0.94,0.05,-0.05,0.0,-0.003,0.1,-0.1,0.0,[Fe/H],4.49,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645,364.512,5.656,-5.49,13.096,0.069,-0.069,11.341,0.026,-0.026,12.8964,0.000428,-0.000428
WASP-5,WASP-5,TIC 184240683,1,1,<a refstr=TRIAUD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T/abstract target=ref>Triaud et al. 2010</a>,G5,5700.0,100.0,-100.0,0.0,1.06,0.08,-0.03,0.0,1.0,0.06,-0.06,0.0,0.09,0.09,-0.09,0.0,[Fe/H],4.5,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h57m23.77s,359.3490277,-41d16m37.99s,-41.2772202,309.137,3.414,-3.341,12.147,0.046,-0.046,10.598,0.023,-0.023,11.996,0.000398,-0.000398
WASP-5,WASP-5,TIC 184240683,1,1,<a refstr=ANDERSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.387L...4A/abstract target=ref> Anderson et al. 2008 </a>,G4 V,5880.0,150.0,-150.0,0.0,1.03,0.07,-0.04,0.0,0.97,0.1,-0.08,0.0,0.0,0.2,-0.2,0.0,[M/H],4.4,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h57m23.77s,359.3490277,-41d16m37.99s,-41.2772202,309.137,3.414,-3.341,12.147,0.046,-0.046,10.598,0.023,-0.023,11.996,0.000398,-0.000398
WASP-56,WASP-56,TIC 347329162,2,1,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,G6,5600.0,100.0,-100.0,0.0,1.11,0.03,-0.02,0.0,1.02,0.02,-0.02,0.0,0.12,0.06,-0.06,0.0,[Fe/H],4.35,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m27.85s,183.3660401,+23d03m20.47s,23.055687,321.084,5.4,-5.228,12.091,0.034,-0.034,10.532,0.019,-0.019,12.0028,0.000291,-0.000291
WASP-57,WASP-57,TIC 175772482,1,1,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,G6,5600.0,100.0,-100.0,0.0,0.84,0.07,-0.16,0.0,0.95,0.03,-0.03,0.0,-0.25,0.1,-0.1,0.0,[Fe/H],4.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.276,5.82,-5.657,12.913,0.103,-0.103,11.244,0.026,-0.026,12.7293,0.00029,-0.00029
WASP-58,WASP-58,TIC 424435940,2,1,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,G2 V,5800.0,150.0,-150.0,0.0,1.17,0.13,-0.13,0.0,0.94,0.1,-0.1,0.0,-0.45,0.09,-0.09,0.0,[Fe/H],4.27,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h18m48.30s,274.7012534,+45d10m19.99s,45.1722194,290.404,1.83,-1.808,11.652,0.017,-0.017,10.285,0.02,-0.02,11.6347,0.000271,-0.000271
WASP-60,WASP-60,TIC 288246496,1,1,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,G1 V,5900.0,100.0,-100.0,0.0,1.14,0.13,-0.13,0.0,1.08,0.04,-0.04,0.0,-0.04,0.09,-0.09,0.0,[Fe/H],4.35,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115,431.052,7.554,-7.303,11.67,0.055,-0.055,10.585,0.021,-0.021,12.0196,0.000241,-0.000241
WASP-64,WASP-64,TIC 52640302,2,1,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,G7,5400.0,100.0,-100.0,0.0,1.06,0.03,-0.03,0.0,1.0,0.03,-0.03,0.0,-0.08,0.11,-0.11,0.0,[Fe/H],4.39,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,369.926,3.026,-2.979,12.704,0.069,-0.069,10.956,0.019,-0.019,12.5257,0.000384,-0.000384
WASP-65,WASP-65,TIC 444013020,1,1,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,G6,5600.0,100.0,-100.0,0.0,1.01,0.05,-0.05,0.0,0.93,0.14,-0.14,0.0,-0.07,0.07,-0.07,0.0,[Fe/H],4.4,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m17.83s,133.3242982,+08d31m22.86s,8.5230171,273.703,2.733,-2.68,11.869,0.046,-0.046,10.346,0.021,-0.021,11.7509,0.000597,-0.000597
WASP-68,WASP-68,TIC 71841620,2,1,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,G0,5911.0,59.0,-60.0,0.0,1.69,0.11,-0.06,0.0,1.24,0.03,-0.03,0.0,0.22,0.08,-0.08,0.0,[Fe/H],4.09,0.13,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,1.621,-1.599,10.674,0.008,-0.008,8.948,0.022,-0.022,10.4092,0.000262,-0.000262
